conversation_id_str;created_at;favorite_count;raw_text;clean_text;label
1,85E+18;Sat Oct 26 20:02:37 +0000 2024;8;@sundastruggle sewa sound horeg belasan siki keur sakuriling imahna nepi runtuh;sewa sound horeg bas siki keur sakuriling imahna nepi runtuh;0
1,85E+18;Sat Oct 26 20:02:21 +0000 2024;0;@ramaArsy1 Sengaja punya hobby sound horeg biar telinga tuli... Jadi kalo istri mereka marah Minta beliin beras nggk kedengeran suaranya...;sengaja punya hobby sound horeg biar telinga tuli jadi kalau istri marah minta beliin beras tidak kedengeran suara;2
1,85E+18;Sat Oct 26 19:56:34 +0000 2024;0;@V3g3L Ini yg bisa mengatasi ya pemegang regulasi pemerintah. contoh barang yg mengeluarkan suara dibatasi maksimal di skala 85Db. Pembangkit listrik diesel saja ada ambang batas maksimal nya lho untuk bisa beroperasi. Itu menghasilkan listrik lha sound horeg ini menghasilkan apa?;atas pegang regulasi perintah contoh barang keluar suara batas maksimal skala 85db bangkit listrik diesel ambang batas maksimal nya lho operasi hasil listrik lha sound horeg hasil apa kata tanya;1
1,85E+18;Sat Oct 26 19:51:12 +0000 2024;0;@idextratime @bliblidotcom kondisi sekitar rumah terdengar sound horeg yg tak kunjung brenti fak;kondisi rumah dengar sound horeg tak kunjung brenti fak;2
1,85E+18;Sat Oct 26 19:45:52 +0000 2024;0;@ramaArsy1 Please siapapun musnahin sound horeg dri muka bumi ini ;please siapa musnahin sound horeg dri muka bumi;2
1,85E+18;Sat Oct 26 19:43:21 +0000 2024;0;manfaat sound horeg itu apaan sih bangsattt? awal mula bisa dikasi panggung tuh gmnsih? emg bener dah jamet udh mah jelek merasa paling bener lagi pdhl hobby nyusahin org sat najis. ngeliat video nenek2 yg kebisingan kasian bgt ga tega. emg jamet tolol;manfaat sound horeg apa sih bangsat kata tanya awal mula kasi panggung gmnsih kata tanya memang bener deh jamet mah jelek rasa paling bener pdhl hobby nyusahin orang sat najis ngeliat video nenek2 bising kasi banget tidak tega memang jamet bodoh;2
1,85E+18;Sat Oct 26 19:42:05 +0000 2024;3;@vanc1Bozz @ramaArsy1 Semoga kuping para opertor teknisi dan para pemuja sound horeg pekak dan tuli utk selama aamiin;moga kuping opertor teknisi puja sound horeg pekak tuli lama aamiin;2
1,85E+18;Sat Oct 26 18:33:24 +0000 2024;0;@ramaArsy1 Anapa buk anapa buk. Telingamu loh mbak kena sound horeg sampe gak bisa mendengar jelas ucapan nenek itu.;anapa buk anapa buk telinga loh mbak kena sound horeg tidak dengar jelas ucap nenek;1
1,85E+18;Sat Oct 26 18:28:56 +0000 2024;0;@ramaArsy1 HAPUS SOUND HOREG!!! MERESAHKAN GAK GUNAAA CUMA NGERUSAK DAN GANGGU ORANGGGG!!!!!!! btw yg ga terima sini maju lu anj;hapus sound horeg kata seru resah tidak cuma ngerusak ganggu orangggg kata seru btw tidak terima sini maju kamu anjing;1
1,85E+18;Sat Oct 26 18:27:47 +0000 2024;0;Kalo tinggal di jatim. Jangan sekali kali bikin rumah skandinavia Selain panas kaca rumahmu juga bakal jebol kena sound horeg babi anjing sialan itu;kalau tinggal jawa timur jangan sekali kali buat rumah skandinavia panas kaca rumah bakal jebol kena sound horeg babi anjing sial;2
1,85E+18;Sat Oct 26 18:25:11 +0000 2024;0;TOLOL BEGO ANJING BINATANG HARAM GADA OTAK YANG NYIPTAIN SOUND HOREG BABI;bodoh bego anjing binatang haram gada otak nyiptain sound horeg babi;2
1,85E+18;Sat Oct 26 18:24:54 +0000 2024;0;@ramaArsy1 Untungnya setiap lagu2 di sound horeg enak2 yes;untung lagu2 sound horeg enak2 yes;0
1,85E+18;Sat Oct 26 18:23:26 +0000 2024;0;@V3g3L Kebanggaan apa yg didapat dari pemilik sound horeg merusak rumah dan fasilitas umum ?;bangga apa dapat milik sound horeg rusak rumah fasilitas umum kata tanya;1
1,85E+18;Sat Oct 26 18:20:10 +0000 2024;0;@ramaArsy1 SOUND HOREG ANJING HAMA KONTOLLLLLLLL AHHHHHHHH;sound horeg anjing hama kontol ahhhhhhhh;2
1,85E+18;Sat Oct 26 18:15:33 +0000 2024;0;tolong lah buat bapak bapak di perkampungan ini gausah muter sound horeg jam segini anjinggg;lah bapak bapak kampung tidak perlu muter sound horeg jam gin anjing;1
1,85E+18;Sat Oct 26 18:11:00 +0000 2024;0;@ramaArsy1 Kalo lansia punya sakit jantung trs meninggal si yg punya sound horeg iki makin disawer apa dibakar ya sound systemnya?;kalau lansia punya sakit jantung terus tinggal si punya sound horeg makin sawer apa bakar sound systemnya kata tanya;1
1,85E+18;Sat Oct 26 18:05:50 +0000 2024;0;Gue yakin dengan maraknya soundhoreg ini 1-2 tahun kedepan pasien THT meningkat ;yakin marak soundhoreg 1 2 tahun depan pasien tht tingkat;1
1,85E+18;Sat Oct 26 18:02:31 +0000 2024;0;@ramaArsy1 Percuma nek kalau komplain juga kera kera lacur kek mereka kupingnya udh rusak kebanyakan denger sound horeg;percuma nek kalau komplain kera kera lacur kek kuping rusak banyak denger sound horeg;2
1,85E+18;Sat Oct 26 18:02:18 +0000 2024;4;@Purwo50094799 @ramaArsy1 Susah Saiki musim pilkada pun cabup nya pada gandeng pemilik sound horeg yg digadang2 banyak fansnya ;susah saiki musim pilkada cabup nya gandeng milik sound horeg digadang2 banyak fansnya;0
1,85E+18;Sat Oct 26 17:57:51 +0000 2024;0;@ramaArsy1 wahhh aku yang kalo ada suara berisik dikit dah ngamuk ngamuk apalagi kalo tetanggaku sound horeg gini keknya dah kujeglekin tu listrik tetangga;wahhh aku kalau suara berisik dikit deh ngamuk ngamuk kalau tetangga sound horeg begini kek deh kujeglekin tu listrik tetangga;2
1,85E+18;Sat Oct 26 17:51:55 +0000 2024;0;@ikhwanuddin Sungguh informasi yang membagongkan tapi yang sering dan suka dekat-dekat sound horeg itu anak-anak. Efeknya apa buat anak-anak?;sungguh informasi bagong sering suka dekat dekat sound horeg anak anak efek apa anak anak kata tanya;1
1,85E+18;Sat Oct 26 17:51:53 +0000 2024;0;@V3g3L Padahal sound horeg kalo diperhatikan oleh Pemerintah bisa jadi daya tarik wisata dan hiburan masyarakat https://t.co/0Bch2nbMbn;padahal sound horeg kalau perhati perintah jadi daya tarik wisata hibur masyarakat;0
1,85E+18;Sat Oct 26 17:51:40 +0000 2024;0;stop sound horeg ya bangsat norak lu;stop sound horeg bangsat norak kamu;2
1,85E+18;Sat Oct 26 17:51:34 +0000 2024;0;@neVerAl0nely Maaf ni. Untuk sound di jakarta dari pas kampanye akbar di gbk sampai kemarin pas pelantikan itu murni partisipasi dari pemilik sonud tersebut. Pertama : solidaritas tim horeg karna tergabung dalam BOLONEMASE dan mendukung 02.;maaf ni sound jakarta pas kampanye akbar gbk kemarin pas lantik murni partisipasi milik sonud sebut pertama solidaritas tim horeg karna gabung bolonemase dukung 02;0
1,85E+18;Sat Oct 26 17:50:41 +0000 2024;0;@neVerAl0nely Padahal Sound Horeg ini kalo diperhatikan oleh pemerintah bisa jadi daya tarik pariwisata serta hiburan masyarakat https://t.co/8n1nWb2xlh;padahal sound horeg kalau perhati perintah jadi daya tarik pariwisata hibur masyarakat;0
1,85E+18;Sat Oct 26 17:33:21 +0000 2024;1;Apa perlu w pasang sound horeg trus setel teriakan papi yg ini 24 jam didepan gedung hybe budeg budeg dah lu;apa perlu w pasang sound horeg trus setel ria papi 24 jam depan gedung hybe budeg budeg deh kamu;2
1,85E+18;Sat Oct 26 17:33:16 +0000 2024;0;@ariyadifebri Untungnya di sumatera gak ada. Kalo ada di medan langsung hilang tu sound horeg sama orang yg punya nya juga;untung sumatera tidak kalau medan langsung hilang tu sound horeg sama orang punya nya;2
1,85E+18;Sat Oct 26 17:31:40 +0000 2024;2;@ramaArsy1 Tolol anjing! Denger suara knalpot brong aja udh bikin budeg apalagi sound horeg tai anjing kek gini! Kasian lansia dan warga2 disitu terdzalimi sama jamet2 babi kampungan. Halal buat dibakar sih anjing! Udh mengganggu dan meresahkan bgt!;bodoh anjing kata seru denger suara knalpot brong buat budeg sound horeg tai anjing kek begini kata seru kasi lansia warga2 situ terdzalimi sama jamet2 babi kampung halal bakar sih anjing kata seru ganggu resah banget kata seru;2
1,85E+18;Sat Oct 26 17:31:10 +0000 2024;0;Gagal paham dengan konsep Sound Horeg;gagal paham konsep sound horeg;0
1,85E+18;Sat Oct 26 17:29:09 +0000 2024;0;Sound horeg. Kerasukan kuda lumping. Mulyono. Jawa destruktif ;sound horeg rasuk kuda lumping mulyono jawa destruktif;2
1,85E+18;Sat Oct 26 17:28:55 +0000 2024;0;@KemenkesRI Pak Menteri Tolong itu fenomena SOUND HOREG. Tolong Edukasi efek terhadap kesehatan. Kambing aja keguguran karena dengar suara kerasnya. Efek terhadap manusia gimana?;pak menteri fenomena sound horeg edukasi efek sehat kambing gugur dengar suara keras efek manusia gimana kata tanya;1
1,85E+18;Sat Oct 26 17:28:20 +0000 2024;0;Coba kasih tau gua apa manfaat dari sound horeg itu;coba kasih tau gua apa manfaat sound horeg;2
1,85E+18;Sat Oct 26 17:26:16 +0000 2024;0;Aku muak ama sound horeg kabupaten (tapi nonton sound horeg sampe jam 12 malem);aku muak ama sound horeg kabupaten nonton sound horeg jam 12 malem;2
1,85E+18;Sat Oct 26 17:25:29 +0000 2024;1;Toa adzan disebut terlalu keras tapi sound horeg dimaklumi wkwkwkw agak lain si amang;toa adzan sebut terlalu keras sound horeg maklum wkwkwkw si amang;1
1,85E+18;Sat Oct 26 17:25:06 +0000 2024;0;Sound horeg e sampe saiki gamari ;sound horeg nya saiki belum selesai;0
1,85E+18;Sat Oct 26 17:24:28 +0000 2024;0;@ramaArsy1 asli bre kasian org org tua.. kenapa pada gabisa mikir ya pemuda penyepong sound horeg gaenak jg padahal didenger lagunya jg. hobi kok menyusahkan org lain.;asli bre kasi orang orang tua gabisa mikir pemuda penyepong sound horeg gaenak padahal didenger lagu hobi kok susah orang;1
1,85E+18;Sat Oct 26 17:23:56 +0000 2024;0;Kek mau nonton sound horeg;kek mau nonton sound horeg;0
1,85E+18;Sat Oct 26 17:23:43 +0000 2024;0;@CutSarina5 Sound horeg ini perlu diperhatikan oleh pemerintah karena bisa menjadi pariwisata dan hiburan masyarakat https://t.co/0TszUujfEd;sound horeg perlu perhati perintah jadi pariwisata hibur masyarakat;0
1,85E+18;Sat Oct 26 17:22:30 +0000 2024;0;@ramaArsy1 Tolong dong boikot aja sound horeg bikin meresahkan anjir;dong boikot sound horeg buat resah anjir;1
1,85E+18;Sat Oct 26 17:21:27 +0000 2024;0;@ramaArsy1 Norak bener moga2 cpt dilaknat Tuhan yg masang sound horeg;norak bener moga2 cpt laknat tuhan masang sound horeg;2
1,85E+18;Sat Oct 26 17:21:22 +0000 2024;0;Please ini mah menteri menteri yg pulang wamil buruan tertibin sound horeg. Meresahkan sumpah. Kasian lansia anak bayi org sakit sama yg rumahnya dibangun kurang kokoh jd korban sound horeg. Mana kalo ngalangin jln mereka rusak jlnnya atau tebang pohonnya kan tolol.;please mah menteri menteri pulang wamil buru tertibin sound horeg resah sumpah kasi lansia anak bayi orang sakit sama rumah bangun kurang kokoh jd korban sound horeg mana kalau ngalangin jln rusak jlnnya tebang pohon kan bodoh;1
1,85E+18;Sat Oct 26 17:18:58 +0000 2024;0;Capek anjir cuma nonton sound horeg jalan dari parkiran ke venue barisan tinggal 8 truk lagi pp bisa hampir 5k langkah demi temenin kakak;capek anjir cuma nonton sound horeg jalan parkir venue baris tinggal 8 truk pp hampir 5k langkah temenin kakak;1
1,85E+18;Sat Oct 26 17:18:17 +0000 2024;0;@ramaArsy1 Orang² yang ngadain sound horeg fiks gak ada otak sama kayak hewan;orang ngadain sound horeg fiks tidak otak sama kayak hewan;2
1,85E+18;Sat Oct 26 17:18:14 +0000 2024;0;ini jatim mana ges yg banyak sound horeg;jawa timur mana ges banyak sound horeg;2
1,85E+18;Sat Oct 26 14:01:00 +0000 2024;0;@WatchmenID Harusnya Sound Horeg kayak begini nih;harus sound horeg kayak begini nih;0
1,85E+18;Sat Oct 26 13:59:50 +0000 2024;0;nyesel ke rumah nenek lgi ada sound horeg bangsat lah;nyesel rumah nenek lgi sound horeg bangsat lah;2
1,85E+18;Sat Oct 26 13:59:07 +0000 2024;0;Ada yang mau patungan masang sound horeg depan rumah masnya?;mau patungan masang sound horeg depan rumah mas kata tanya;0
1,85E+18;Sat Oct 26 13:56:54 +0000 2024;0;polusi suara anj gw nggk tau apa gunanya sound horeg ini selain bikin kuping budeg;polusi suara anjing tidak tau apa guna sound horeg buat kuping budeg;1
1,85E+18;Sat Oct 26 13:55:17 +0000 2024;0;@bacottetangga__ Saran saya anak anak kek mereka tuh di kumpulin terus suruh berdiri di depan sound horeg Selama seminggu;saran anak anak kek kumpulin terus suruh diri depan sound horeg lama minggu;2
1,85E+18;Sat Oct 26 13:53:11 +0000 2024;1;Coyy ini gmna caranya ngusir org2 yg nyetel sound horeg ga mikirin bayi atau org2 yg udh tua kah;coyy gmna cara ngusir org2 nyetel sound horeg tidak mikirin bayi org2 tua;1
1,85E+18;Sat Oct 26 13:51:06 +0000 2024;1;prabowo prabowo tulung patenono iku wong2 seng hobine gae sound horeg meresahkan cok;prabowo prabowo tulung bunuh orang orang seng hobine bikin sound horeg resah cok;1
1,85E+18;Sat Oct 26 13:48:19 +0000 2024;0;sudah saatnya mengapresiasi sound horeg semoga semakin menggelegar sampek bisa bikin rubuh rumah para penikmat dan pemilik sound horeg tsb.;saat apresiasi sound horeg moga makin gelegar sampek buat rubuh rumah nikmat milik sound horeg tsb;2
1,85E+18;Sat Oct 26 13:46:52 +0000 2024;0;@ramaArsy1 Yg suka sound horeg tolol bgt sumpah;suka sound horeg bodoh banget sumpah;2
1,85E+18;Sat Oct 26 13:45:59 +0000 2024;3;Pembiaran Sound Horeg yang merusak private property fasilitas umum bentuk polusi suara adalah fenomena kegagalan masyarakat membela hak nya. Dimana penegakan dan perlindungan hukum? Ya mbuh.;biar sound horeg rusak private property fasilitas umum bentuk polusi suara fenomena gagal masyarakat bela hak nya tega lindung hukum kata tanya mbuh;1
1,85E+18;Sat Oct 26 13:42:17 +0000 2024;0;ya ampun ada sound horeg ;ampun sound horeg;2
1,85E+18;Sat Oct 26 13:41:58 +0000 2024;0;Ada yang punya pengalaman buruk dengan dengungan sound horeg? Sesat Pikir Pemuja Sound Horeg saat Membela Hobi Egoisnya yang Mengganggu Anti Kritik! https://t.co/uvz7xVRRHk;punya alam buruk dengung sound horeg kata tanya sesat pikir puja sound horeg bela hobi egois ganggu anti kritik kata seru;1
1,85E+18;Sat Oct 26 13:41:35 +0000 2024;0;@senjemgeprek gilak gilak jan mikir seneng e dewe i iyo lek sound horeg e mek 1 sing lewat lah iki akeh e;gila gila jan mikir neng nya dewe i iyo kalau sound horeg nya mek 1 sing lewat lah banyak nya;2
1,85E+18;Sat Oct 26 13:41:13 +0000 2024;1;gabisa tidur gara2 sound horeg pawai hari santri lgian hari santri napa malah nyetel dj-an si;tidak bisa tidur gara2 sound horeg pawai hari santri lgian hari santri malah nyetel dj an si anjing;1
1,85E+18;Sat Oct 26 13:39:46 +0000 2024;0;ntar kalo meninggoy kuburannya diisi sound horeg dipepet ke kuping sampe kupingnya pecah;ntar kalau meninggoy kubur isi sound horeg pepet kuping kuping pecah;1
1,85E+18;Sat Oct 26 13:39:33 +0000 2024;0;@sptraadwi Alah tapi awamu kan seneng ndelok sound horeg ;alah kamu kan neng lihat sound horeg;2
1,85E+18;Sat Oct 26 13:39:24 +0000 2024;0;Deg deg an kirain ada sound horeg anjir di nikahan depan.;deg deg an kirain sound horeg anjir nikah depan;0
1,85E+18;Sat Oct 26 13:37:24 +0000 2024;0;@ramaArsy1 Sound horeg tolol banget ya gak menghargai orang sama sekali kalian sadar gak sih kalian itu mengganggu orang di situ ada orang tua pun gak kalian harga kalian Uda melanggar Pancasila sila ke 2 kemanusiaan yang adil dan beradab;sound horeg bodoh banget tidak harga orang sama sekali kalian sadar tidak sih kalian ganggu orang situ orang tua tidak kalian harga kalian uda langgar pancasila sila 2 manusia adil adab;1
1,85E+18;Sat Oct 26 12:09:43 +0000 2024;0;@vanc1Bozz @ramaArsy1 Berarti kalau ada yang lempar molly ke sound horeg netizen tambah seneng.;arti kalau lempar molly sound horeg netizen tambah neng;2
1,85E+18;Sat Oct 26 12:09:13 +0000 2024;0;@yoyouzhii Lebih baik ini daripada sound horeg...;lebih baik sound horeg;1
1,85E+18;Sat Oct 26 12:07:55 +0000 2024;0;Tolong tambah visi misi yg melarang pawai sound horeg pak;tambah visi misi larang pawai sound horeg pak;1
1,85E+18;Sat Oct 26 12:06:53 +0000 2024;0;Hiburane wong Mojosari iki sound horeg?;hiburane orang mojosari sound horeg kata tanya;2
1,85E+18;Sat Oct 26 12:06:21 +0000 2024;0;@senjemgeprek Mending sound horeg e ngenteni bahrain teko;mending sound horeg nya ngenteni bahrain teko;0
1,85E+18;Sat Oct 26 12:06:09 +0000 2024;0;Orang miskin kalo ndak kuat maen ke diskotik buat nyari hiburan larinya ke sound horeg.makanya otak mereka mengkeret g bisa buat mikir ️;orang miskin kalau ndak kuat maen diskotik nyari hibur lari sound horeg makanya otak mengkeret g mikir;2
1,85E+18;Sat Oct 26 12:01:43 +0000 2024;12;@ilhampurnama887 @ramaArsy1 @del_paijo Lha itu kamu jawab sendiri. Suara keras toa adzan aja protes sedangkan sound horeg lebih keras dr toa adzan (+ngerusak) malah pada seneng. Yg goblok siapa?;lha kamu jawab sendiri suara keras toa adzan protes sound horeg lebih keras toa adzan ngerusak malah neng bodoh siapa kata tanya;1
1,85E+18;Sat Oct 26 11:59:48 +0000 2024;0;@tapilupanama @anonjawa Lah ajak juga sodara2 lu buat ngingetin dong. Apa jangan2 sodara lu penyembah sound horeg juga.?;lah ajak sodara2 kamu ngingetin dong apa jangan2 sodara kamu sembah sound horeg kata tanya;1
1,85E+18;Sat Oct 26 11:59:08 +0000 2024;0;@ramaArsy1 Semakin zalim ke sesama pecinta sound horeg semakin senang (pridavan sektor timur);makin zalim sama cinta sound horeg makin senang pridavan sektor timur;2
1,85E+18;Sat Oct 26 11:56:15 +0000 2024;0;Pak presiden @prabowo minta tolong ditertibkan sound horeg begini Pak. Mengganggu Kamtibmas dan kerukunan antar masyarakat;pak presiden minta tertib sound horeg begini pak ganggu kamtibmas rukun antar masyarakat;1
1,85E+18;Sat Oct 26 11:54:01 +0000 2024;0;bayangin di siang² yang terikk banget akhir² ini mudah sensi mood nya trus ada sound horeg....;bayangin siang terikk banget akhir mudah sensi mood nya trus sound horeg;1
1,85E+18;Sat Oct 26 11:52:31 +0000 2024;0;@CutSarina5 Sound horeg ini adalah budaya jatim..jangan sampai diredam bahkan diklaim negara tetangga..harus dijaga dilestarikan..paham yah;sound horeg budaya jawa timur jangan redam bahkan klaim negara tetangga jaga lestari paham yah;2
1,85E+18;Sat Oct 26 11:52:23 +0000 2024;0;@coppamagz Udunan kirim sound horeg ke kantor hybe dah lah;udunan kirim sound horeg kantor hybe deh lah;0
1,85E+18;Sat Oct 26 11:51:41 +0000 2024;0;@oppanassarr Kak klo sm org jatim yg ada timbal balik mengusahakan tanggung jawab tpi penikmat sound horeg mau ta?;kak kalau sm orang jawa timur timbal balik usaha tanggung jawab tpi nikmat sound horeg mau ta kata tanya;1
1,85E+18;Sat Oct 26 11:51:24 +0000 2024;0;gacoan tamsis keknya hrs pake sound horeg biar tambah brisik @mie_gacoan;gaco tamsis kek pakai sound horeg biar tambah brisik;1
1,85E+18;Sat Oct 26 11:51:22 +0000 2024;0;@tanyarlfes Buat apaaa. Ada sound horeg aja membahayakan;apaaa sound horeg bahaya;1
1,85E+18;Sat Oct 26 11:50:37 +0000 2024;0;@B_dzoel Yg gini di jatim juga? Sound horeg di jatim juga.. pemerintahnya ngapain sih;begini jawa timur kata tanya sound horeg jawa timur perintah ngapain sih;1
1,85E+18;Sat Oct 26 11:50:31 +0000 2024;1;@SmudgeStan Oiya hari sebelumnya acara yg sama juga abisin satu sesi sendiri bahas sound horeg dan rakyat yg menikmatinya di pesta rakyat kemarin. Tetep nonton sampe abis walau ga bisa berkata2 lagi ternyata acara2 kaya gini yg di tanam di pikiran para grassroot;oiya hari belum acara sama abisin satu sesi sendiri bahas sound horeg rakyat nikmat pesta rakyat kemarin tetep nonton abis tidak berkata2 nyata acara2 kaya begini tanam pikir grassroot;1
1,85E+18;Sat Oct 26 11:49:56 +0000 2024;0;Sound hOreg AKA bol0nemase AKA piaraan cokelat ini mesin pemenangan fufufafa di pilpres dan lutfi jateng. Investigasi pls media dan intelektual. @ainunnajib @ismailfahmi @unilubis @BudiSetyarso @BiLLYKHAERUDIN;sound horeg aka bol0nemase aka piara cokelat mesin menang fufufafa pilpres lutfi jateng investigasi pls media intelektual;0
1,85E+18;Sat Oct 26 11:46:45 +0000 2024;0;KALIAN TU NGGA KEREN ANJ!!! NORAK!!! KAMPUNG!!! SOUND HOREG MUSNAH LUUUU!! FU*K!!!;kalian tu enggak keren anjing kata seru norak kata seru kampung kata seru sound horeg musnah luuuu kata seru fu k kata seru;2
1,85E+18;Sat Oct 26 11:45:33 +0000 2024;1;@ramaArsy1 Parah banget .. apa coba maksudnya sound horeg .. hueg;parah banget apa coba maksud sound horeg hueg;2
1,85E+18;Sat Oct 26 11:45:11 +0000 2024;3;Razia knalpot brong yg bikin kuping bising ok!! Knp sound Horeg Yg bikin malu... Bikin rusuh.. Bikin bising... Ngerusak kuping.. Ngerusak rumah bahkan menimbulkan konflik masih dia biarkan!?? Itu.. Aparat Rt Rw Lurah bimas dan babinsa nya gak punya kuping??;razia knalpot brong buat kuping bising kata seru knp sound horeg buat malu buat rusuh buat bising ngerusak kuping ngerusak rumah bahkan timbul konflik biar kata seru kata tanya aparat rt rw lurah bimas babinsa nya tidak punya kuping kata tanya;1
1,85E+18;Sat Oct 26 11:40:16 +0000 2024;0;@V3g3L Tolong musnahkan aja itu sound horeg. Asli gak ada manfaatnya sedikitpun Lebih banyak mudharatnya. Jangan normalisasi kebodohan macam ini;musnah sound horeg asli tidak manfaat sedikit lebih banyak mudharatnya jangan normalisasi bodoh macam;1
1,85E+18;Sat Oct 26 11:34:52 +0000 2024;0;Gen ask fungsi sound horeg buat apa sehh bikin sakit telinga rekkk;gen ask fungsi sound horeg apa sehh buat sakit telinga rekkk;2
1,85E+18;Sat Oct 26 11:33:44 +0000 2024;18;@ilhampurnama887 @ramaArsy1 @del_paijo Baru kali ini ada orang bilang toa adzan 11-12 dengan sound horeg. Emang pernah ada adzan bikin kaca pecah dan tembok retak? Ngawur puooolll...;baru kali orang bilang toa adzan 11 12 sound horeg memang pernah adzan buat kaca pecah tembok retak kata tanya ngawur puooolll;1
1,85E+18;Sat Oct 26 11:26:31 +0000 2024;1;sound horeg di deket rumahku bakal lanjut sampe jam 11 malem ;sound horeg deket rumah bakal lanjut jam 11 malem;0
1,85E+18;Sat Oct 26 11:23:52 +0000 2024;0;Pdhl beliin sound horeg 100 set laundry koin 100 tmp warkop 100 cab lumayan;pdhl beliin sound horeg 100 set laundry koin 100 tmp warkop 100 cab lumayan;0
1,85E+18;Sat Oct 26 11:21:35 +0000 2024;1;@negativisme @Heraloebss ternyata Byk yg lbh goblok dari penyuk sound horeg;nyata byk lbh bodoh penyuk sound horeg;2
1,85E+18;Sat Oct 26 11:19:24 +0000 2024;0;@Heraloebss kaca rumah lu aja ancurin pakai sound horeg;kaca rumah kamu ancurin pakai sound horeg;2
1,85E+18;Sat Oct 26 11:14:59 +0000 2024;3;@V3g3L Inimah pernyataan menyesatkan mhn Aparat keamanan terkait Sound Horeg ditertibkan mrk gak bs lewat fasum atau rumah org dirusak itu sangat merugikan Sound Horeg klo Show ditengah hutan masak bodo teing klo ditengah pemukiman cemana klo ada yg jantungan cemana rumah org hancur;inimah nyata sesat mhn aparat aman kait sound horeg tertib mrk tidak bs lewat fasum rumah orang rusak sangat rugi sound horeg kalau show tengah hutan masak bodo teing kalau tengah mukim cemana kalau jantung cemana rumah orang hancur;1
1,85E+18;Sat Oct 26 11:13:11 +0000 2024;0;@tanyarlfes Lah kok konser? Budaya kita kan sound horeg;lah kok konser kata tanya budaya kan sound horeg;2
1,85E+18;Sat Oct 26 11:13:11 +0000 2024;0;hasil kebudayaan jawa modern yg harus dilestarikan bukan sound horeg;hasil budaya jawa modern lestari bukan sound horeg;2
1,85E+18;Sat Oct 26 11:12:31 +0000 2024;0;Musik sound horeg udah nyampe Denpasar anjeeeeeenggg!!!! https://t.co/Bu9eusVNZb;musik sound horeg udah nyampe denpasar anjeeeeeenggg kata seru;2
1,85E+18;Sat Oct 26 11:11:38 +0000 2024;0;@feedemady Mending begini sih dr pada sound horeg ;mending begini sih sound horeg;2
1,85E+18;Sat Oct 26 11:10:59 +0000 2024;0;"@yoyouzhii Mending kek gini drpd SOUND HOREG &amp; JOGET GJLS ";mending kek begini drpd sound horeg amp joget gjls;2
